province,district,subdistrict,population_63,household_63,region,avg_income_62,employ_62,unemploy_62,poor_people_62
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,พระบรมมหาราชวัง,3346,1207,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วังบูรพาภิรมย์,9650,5363,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วัดราชบพิธ,3071,979,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,สำราญราษฎร์,2940,1127,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ศาลเจ้าพ่อเสือ,2959,999,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,เสาชิงช้า,2049,698,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บวรนิเวศ,4083,1573,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ตลาดยอด,2134,1190,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ชนะสงคราม,1776,830,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บ้านพานถม,6092,2017,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บางขุนพรหม,4063,2183,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วัดสามพระยา,2760,971,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,ดุสิต,11365,2535,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,วชิรพยาบาล,10116,3049,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,สวนจิตรลดา,6564,2102,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,สี่แยกมหานาค,7090,2422,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,ถนนนครไชยศรี,48762,21545,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,กระทุ่มราย,40146,16400,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,หนองจอก,22945,8368,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คลองสิบ,9186,2450,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คลองสิบสอง,11858,4369,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,โคกแฝด,34401,12138,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คู้ฝั่งเหนือ,17927,6294,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,ลำผักชี,31810,13743,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,ลำต้อยติ่ง,9706,2992,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,มหาพฤฒาราม,10527,6477,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สีลม,17674,12502,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สุริยวงศ์,4526,4923,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,บางรัก,2672,1446,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สี่พระยา,10358,7023,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางเขน,อนุสาวรีย์,89719,60370,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางเขน,ท่าแร้ง,97658,54291,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกะปิ,คลองจั่น,76934,48476,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกะปิ,หัวหมาก,67798,58627,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,รองเมือง,16613,7091,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,วังใหม่,5802,5953,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,ปทุมวัน,3115,1021,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,ลุมพินี,17808,18525,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,13758,6449,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,6218,2743,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,คลองมหานาค,8751,5630,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,บ้านบาตร,6244,2586,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,6553,2219,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระโขนง,บางจาก,66915,43155,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพระโขนง,พระโขนงใต้,20941,16852,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตมีนบุรี,มีนบุรี,97012,47346,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตมีนบุรี,แสนแสบ,45185,14319,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ลาดกระบัง,30601,18953,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,คลองสองต้นนุ่น,67794,33322,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,คลองสามประเวศ,16063,11311,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ลำปลาทิว,25261,13265,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ทับยาว,31012,18432,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ขุมทอง,8240,2977,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตยานนาวา,ช่องนนทรี,47872,33896,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตยานนาวา,บางโพงพาง,28692,19718,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,จักรวรรดิ,6461,5024,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,สัมพันธวงศ์,7998,4427,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,ตลาดน้อย,6865,3746,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพญาไท,สามเสนใน,31075,20774,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตพญาไท,พญาไท,36313,23953,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,วัดกัลยาณ์,8403,2766,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,หิรัญรูจี,11853,3962,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,บางยี่เรือ,20103,7940,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,บุคคโล,16651,12982,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,ตลาดพลู,14735,9089,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,ดาวคะนอง,17211,12428,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,สำเหร่,14421,8540,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกใหญ่,วัดอรุณ,12084,4160,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกใหญ่,วัดท่าพระ,51777,28098,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,ห้วยขวาง,26991,34234,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,บางกะปิ,19414,25887,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,สามเสนนอก,37828,24925,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,สมเด็จเจ้าพระยา,12373,5057,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,คลองสาน,14549,6402,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,บางลำภูล่าง,23513,13315,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,คลองต้นไทร,18704,15150,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,คลองชักพระ,9982,4611,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,ตลิ่งชัน,24515,11384,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,ฉิมพลี,23782,9596,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางพรม,13553,4886,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางระมาด,19783,8032,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางเชือกหนัง,12002,4389,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,ศิริราช,13458,4336,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บ้านช่างหล่อ,29122,12306,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บางขุนนนท์,10732,4470,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บางขุนศรี,31043,15959,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,อรุณอมรินทร์,19436,13581,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางขุนเทียน,ท่าข้าม,61011,30267,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางขุนเทียน,แสมดำ,125133,60746,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางหว้า,37283,27204,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางด้วน,28156,10728,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางจาก,8156,3683,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางแวก,18757,9518,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,คลองขวาง,10928,3693,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,ปากคลองภาษีเจริญ,14975,9098,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,คูหาสวรรค์,6063,1919,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองแขม,หนองแขม,80478,30644,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหนองแขม,หนองค้างพลู,75725,32031,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราษฎร์บูรณะ,ราษฎร์บูรณะ,31049,13839,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราษฎร์บูรณะ,บางปะกอก,47638,23825,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางพลัด,21953,9863,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางอ้อ,24225,14367,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางบำหรุ,17957,13703,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางยี่ขัน,25282,17905,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดินแดง,ดินแดง,71845,39207,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดินแดง,รัชดาภิเษก,43663,24614,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,คลองกุ่ม,69071,35109,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,นวมินทร์,26886,13209,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,นวลจันทร์,44860,27625,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ทุ่งวัดดอน,37107,17813,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ยานนาวา,19524,10880,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ทุ่งมหาเมฆ,19104,14766,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางซื่อ,บางซื่อ,79405,51289,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางซื่อ,วงศ์สว่าง,43005,24827,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,ลาดยาว,41238,28645,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,เสนานิคม,20557,19265,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จันทรเกษม,38438,27454,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จอมพล,33058,36628,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จตุจักร,22006,14578,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,บางคอแหลม,22697,10421,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,วัดพระยาไกร,24198,10456,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,บางโคล่,35838,18935,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,ประเวศ,87676,36666,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,หนองบอน,41429,24016,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,ดอกไม้,52716,31327,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,คลองเตย,61187,33418,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,คลองตัน,10563,15922,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,พระโขนง,21443,28162,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,สวนหลวง,48207,33232,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,อ่อนนุช,44427,28437,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,พัฒนาการ,30975,19447,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางขุนเทียน,35779,15255,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางค้อ,34855,19149,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางมด,44424,23630,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,จอมทอง,33232,15744,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,สีกัน,64527,28473,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,ดอนเมือง,82077,38821,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,สนามบิน,24187,10116,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ทุ่งพญาไท,29409,10411,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ถนนพญาไท,9583,12060,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ถนนเพชรบุรี,14457,11612,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,มักกะสัน,15815,18411,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดพร้าว,ลาดพร้าว,90273,46006,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตลาดพร้าว,จรเข้บัว,26835,11910,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,คลองเตยเหนือ,9313,18019,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,คลองตันเหนือ,49971,41741,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,พระโขนงเหนือ,22339,22647,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางแค,38915,25752,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางแคเหนือ,59821,28238,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางไผ่,39908,14740,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,หลักสอง,54659,25290,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหลักสี่,ทุ่งสองห้อง,74987,39919,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตหลักสี่,ตลาดบางเขน,27717,17914,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,สายไหม,80784,35674,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,ออเงิน,41339,24155,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,คลองถนน,85149,46310,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคันนายาว,คันนายาว,47313,18314,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคันนายาว,รามอินทรา,49017,27550,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,สะพานสูง,28213,11290,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,ราษฎร์พัฒนา,42606,18199,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,ทับช้าง,25273,11819,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,วังทองหลาง,24208,14470,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,สะพานสอง,11451,6749,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,คลองเจ้าคุณสิงห์,28078,13979,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,พลับพลา,43721,27475,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,สามวาตะวันตก,59217,25467,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,สามวาตะวันออก,26466,9441,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,บางชัน,88936,41490,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,ทรายกองดิน,13117,5068,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,ทรายกองดินใต้,17164,5011,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางนา,บางนาเหนือ,40897,33396,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางนา,บางนาใต้,47638,38696,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตทวีวัฒนา,ทวีวัฒนา,23159,9141,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตทวีวัฒนา,ศาลาธรรมสพน์,55590,25279,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตทุ่งครุ,บางมด,55478,27740,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตทุ่งครุ,ทุ่งครุ,68222,26855,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,บางบอน,0,1,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,บางบอนเหนือ,22619,10234,ภาคกลาง,39459.36,5264292.95,32313.31,52907.19
