province,district,subdistrict,population_63,household_63
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,พระบรมมหาราชวัง,3346,1207
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วังบูรพาภิรมย์,9650,5363
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วัดราชบพิธ,3071,979
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,สำราญราษฎร์,2940,1127
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ศาลเจ้าพ่อเสือ,2959,999
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,เสาชิงช้า,2049,698
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บวรนิเวศ,4083,1573
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ตลาดยอด,2134,1190
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,ชนะสงคราม,1776,830
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บ้านพานถม,6092,2017
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,บางขุนพรหม,4063,2183
กรุงเทพมหานคร,ท้องถิ่นเขตพระนคร,วัดสามพระยา,2760,971
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,ดุสิต,11365,2535
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,วชิรพยาบาล,10116,3049
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,สวนจิตรลดา,6564,2102
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,สี่แยกมหานาค,7090,2422
กรุงเทพมหานคร,ท้องถิ่นเขตดุสิต,ถนนนครไชยศรี,48762,21545
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,กระทุ่มราย,40146,16400
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,หนองจอก,22945,8368
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คลองสิบ,9186,2450
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คลองสิบสอง,11858,4369
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,โคกแฝด,34401,12138
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,คู้ฝั่งเหนือ,17927,6294
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,ลำผักชี,31810,13743
กรุงเทพมหานคร,ท้องถิ่นเขตหนองจอก,ลำต้อยติ่ง,9706,2992
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,มหาพฤฒาราม,10527,6477
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สีลม,17674,12502
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สุริยวงศ์,4526,4923
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,บางรัก,2672,1446
กรุงเทพมหานคร,ท้องถิ่นเขตบางรัก,สี่พระยา,10358,7023
กรุงเทพมหานคร,ท้องถิ่นเขตบางเขน,อนุสาวรีย์,89719,60370
กรุงเทพมหานคร,ท้องถิ่นเขตบางเขน,ท่าแร้ง,97658,54291
กรุงเทพมหานคร,ท้องถิ่นเขตบางกะปิ,คลองจั่น,76934,48476
กรุงเทพมหานคร,ท้องถิ่นเขตบางกะปิ,หัวหมาก,67798,58627
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,รองเมือง,16613,7091
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,วังใหม่,5802,5953
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,ปทุมวัน,3115,1021
กรุงเทพมหานคร,ท้องถิ่นเขตปทุมวัน,ลุมพินี,17808,18525
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,13758,6449
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,6218,2743
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,คลองมหานาค,8751,5630
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,บ้านบาตร,6244,2586
กรุงเทพมหานคร,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,6553,2219
กรุงเทพมหานคร,ท้องถิ่นเขตพระโขนง,บางจาก,66915,43155
กรุงเทพมหานคร,ท้องถิ่นเขตพระโขนง,พระโขนงใต้,20941,16852
กรุงเทพมหานคร,ท้องถิ่นเขตมีนบุรี,มีนบุรี,97012,47346
กรุงเทพมหานคร,ท้องถิ่นเขตมีนบุรี,แสนแสบ,45185,14319
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ลาดกระบัง,30601,18953
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,คลองสองต้นนุ่น,67794,33322
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,คลองสามประเวศ,16063,11311
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ลำปลาทิว,25261,13265
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ทับยาว,31012,18432
กรุงเทพมหานคร,ท้องถิ่นเขตลาดกระบัง,ขุมทอง,8240,2977
กรุงเทพมหานคร,ท้องถิ่นเขตยานนาวา,ช่องนนทรี,47872,33896
กรุงเทพมหานคร,ท้องถิ่นเขตยานนาวา,บางโพงพาง,28692,19718
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,จักรวรรดิ,6461,5024
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,สัมพันธวงศ์,7998,4427
กรุงเทพมหานคร,ท้องถิ่นเขตสัมพันธวงศ์,ตลาดน้อย,6865,3746
กรุงเทพมหานคร,ท้องถิ่นเขตพญาไท,สามเสนใน,31075,20774
กรุงเทพมหานคร,ท้องถิ่นเขตพญาไท,พญาไท,36313,23953
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,วัดกัลยาณ์,8403,2766
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,หิรัญรูจี,11853,3962
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,บางยี่เรือ,20103,7940
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,บุคคโล,16651,12982
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,ตลาดพลู,14735,9089
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,ดาวคะนอง,17211,12428
กรุงเทพมหานคร,ท้องถิ่นเขตธนบุรี,สำเหร่,14421,8540
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกใหญ่,วัดอรุณ,12084,4160
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกใหญ่,วัดท่าพระ,51777,28098
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,ห้วยขวาง,26991,34234
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,บางกะปิ,19414,25887
กรุงเทพมหานคร,ท้องถิ่นเขตห้วยขวาง,สามเสนนอก,37828,24925
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,สมเด็จเจ้าพระยา,12373,5057
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,คลองสาน,14549,6402
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,บางลำภูล่าง,23513,13315
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสาน,คลองต้นไทร,18704,15150
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,คลองชักพระ,9982,4611
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,ตลิ่งชัน,24515,11384
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,ฉิมพลี,23782,9596
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางพรม,13553,4886
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางระมาด,19783,8032
กรุงเทพมหานคร,ท้องถิ่นเขตตลิ่งชัน,บางเชือกหนัง,12002,4389
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,ศิริราช,13458,4336
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บ้านช่างหล่อ,29122,12306
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บางขุนนนท์,10732,4470
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,บางขุนศรี,31043,15959
กรุงเทพมหานคร,ท้องถิ่นเขตบางกอกน้อย,อรุณอมรินทร์,19436,13581
กรุงเทพมหานคร,ท้องถิ่นเขตบางขุนเทียน,ท่าข้าม,61011,30267
กรุงเทพมหานคร,ท้องถิ่นเขตบางขุนเทียน,แสมดำ,125133,60746
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางหว้า,37283,27204
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางด้วน,28156,10728
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางจาก,8156,3683
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,บางแวก,18757,9518
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,คลองขวาง,10928,3693
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,ปากคลองภาษีเจริญ,14975,9098
กรุงเทพมหานคร,ท้องถิ่นเขตภาษีเจริญ,คูหาสวรรค์,6063,1919
กรุงเทพมหานคร,ท้องถิ่นเขตหนองแขม,หนองแขม,80478,30644
กรุงเทพมหานคร,ท้องถิ่นเขตหนองแขม,หนองค้างพลู,75725,32031
กรุงเทพมหานคร,ท้องถิ่นเขตราษฎร์บูรณะ,ราษฎร์บูรณะ,31049,13839
กรุงเทพมหานคร,ท้องถิ่นเขตราษฎร์บูรณะ,บางปะกอก,47638,23825
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางพลัด,21953,9863
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางอ้อ,24225,14367
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางบำหรุ,17957,13703
กรุงเทพมหานคร,ท้องถิ่นเขตบางพลัด,บางยี่ขัน,25282,17905
กรุงเทพมหานคร,ท้องถิ่นเขตดินแดง,ดินแดง,71845,39207
กรุงเทพมหานคร,ท้องถิ่นเขตดินแดง,รัชดาภิเษก,43663,24614
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,คลองกุ่ม,69071,35109
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,นวมินทร์,26886,13209
กรุงเทพมหานคร,ท้องถิ่นเขตบึงกุ่ม,นวลจันทร์,44860,27625
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ทุ่งวัดดอน,37107,17813
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ยานนาวา,19524,10880
กรุงเทพมหานคร,ท้องถิ่นเขตสาทร,ทุ่งมหาเมฆ,19104,14766
กรุงเทพมหานคร,ท้องถิ่นเขตบางซื่อ,บางซื่อ,79405,51289
กรุงเทพมหานคร,ท้องถิ่นเขตบางซื่อ,วงศ์สว่าง,43005,24827
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,ลาดยาว,41238,28645
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,เสนานิคม,20557,19265
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จันทรเกษม,38438,27454
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จอมพล,33058,36628
กรุงเทพมหานคร,ท้องถิ่นเขตจตุจักร,จตุจักร,22006,14578
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,บางคอแหลม,22697,10421
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,วัดพระยาไกร,24198,10456
กรุงเทพมหานคร,ท้องถิ่นเขตบางคอแหลม,บางโคล่,35838,18935
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,ประเวศ,87676,36666
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,หนองบอน,41429,24016
กรุงเทพมหานคร,ท้องถิ่นเขตประเวศ,ดอกไม้,52716,31327
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,คลองเตย,61187,33418
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,คลองตัน,10563,15922
กรุงเทพมหานคร,ท้องถิ่นเขตคลองเตย,พระโขนง,21443,28162
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,สวนหลวง,48207,33232
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,อ่อนนุช,44427,28437
กรุงเทพมหานคร,ท้องถิ่นเขตสวนหลวง,พัฒนาการ,30975,19447
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางขุนเทียน,35779,15255
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางค้อ,34855,19149
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,บางมด,44424,23630
กรุงเทพมหานคร,ท้องถิ่นเขตจอมทอง,จอมทอง,33232,15744
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,สีกัน,64527,28473
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,ดอนเมือง,82077,38821
กรุงเทพมหานคร,ท้องถิ่นเขตดอนเมือง,สนามบิน,24187,10116
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ทุ่งพญาไท,29409,10411
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ถนนพญาไท,9583,12060
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,ถนนเพชรบุรี,14457,11612
กรุงเทพมหานคร,ท้องถิ่นเขตราชเทวี,มักกะสัน,15815,18411
กรุงเทพมหานคร,ท้องถิ่นเขตลาดพร้าว,ลาดพร้าว,90273,46006
กรุงเทพมหานคร,ท้องถิ่นเขตลาดพร้าว,จรเข้บัว,26835,11910
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,คลองเตยเหนือ,9313,18019
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,คลองตันเหนือ,49971,41741
กรุงเทพมหานคร,ท้องถิ่นเขตวัฒนา,พระโขนงเหนือ,22339,22647
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางแค,38915,25752
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางแคเหนือ,59821,28238
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,บางไผ่,39908,14740
กรุงเทพมหานคร,ท้องถิ่นเขตบางแค,หลักสอง,54659,25290
กรุงเทพมหานคร,ท้องถิ่นเขตหลักสี่,ทุ่งสองห้อง,74987,39919
กรุงเทพมหานคร,ท้องถิ่นเขตหลักสี่,ตลาดบางเขน,27717,17914
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,สายไหม,80784,35674
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,ออเงิน,41339,24155
กรุงเทพมหานคร,ท้องถิ่นเขตสายไหม,คลองถนน,85149,46310
กรุงเทพมหานคร,ท้องถิ่นเขตคันนายาว,คันนายาว,47313,18314
กรุงเทพมหานคร,ท้องถิ่นเขตคันนายาว,รามอินทรา,49017,27550
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,สะพานสูง,28213,11290
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,ราษฎร์พัฒนา,42606,18199
กรุงเทพมหานคร,ท้องถิ่นเขตสะพานสูง,ทับช้าง,25273,11819
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,วังทองหลาง,24208,14470
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,สะพานสอง,11451,6749
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,คลองเจ้าคุณสิงห์,28078,13979
กรุงเทพมหานคร,ท้องถิ่นเขตวังทองหลาง,พลับพลา,43721,27475
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,สามวาตะวันตก,59217,25467
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,สามวาตะวันออก,26466,9441
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,บางชัน,88936,41490
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,ทรายกองดิน,13117,5068
กรุงเทพมหานคร,ท้องถิ่นเขตคลองสามวา,ทรายกองดินใต้,17164,5011
กรุงเทพมหานคร,ท้องถิ่นเขตบางนา,บางนาเหนือ,40897,33396
กรุงเทพมหานคร,ท้องถิ่นเขตบางนา,บางนาใต้,47638,38696
กรุงเทพมหานคร,ท้องถิ่นเขตทวีวัฒนา,ทวีวัฒนา,23159,9141
กรุงเทพมหานคร,ท้องถิ่นเขตทวีวัฒนา,ศาลาธรรมสพน์,55590,25279
กรุงเทพมหานคร,ท้องถิ่นเขตทุ่งครุ,บางมด,55478,27740
กรุงเทพมหานคร,ท้องถิ่นเขตทุ่งครุ,ทุ่งครุ,68222,26855
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,บางบอน,0,1
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,บางบอนเหนือ,22619,10234
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,บางบอนใต้,24860,9317
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,คลองบางพราน,32286,17469
กรุงเทพมหานคร,ท้องถิ่นเขตบางบอน,คลองบางบอน,24601,13804
จังหวัดสมุทรปราการ ,เมืองสมุทรปราการ,ตำบลแพรกษา ,37252,16116
จังหวัดสมุทรปราการ ,เมืองสมุทรปราการ,ตำบลบางโปรง ,9997,4258
จังหวัดสมุทรปราการ ,เมืองสมุทรปราการ,ตำบลบางด้วน ,7917,3304
จังหวัดสมุทรปราการ ,เมืองสมุทรปราการ,ตำบลเทพารักษ์ ,22182,11445
จังหวัดสมุทรปราการ ,เมืองสมุทรปราการ,ตำบลแพรกษาใหม่ ,49129,23169
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลบางบ่อ ,28146,17371
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลบ้านระกาศ ,6814,2557
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลบางพลีน้อย ,9094,3211
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลบางเพรียง ,23944,14096
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลคลองด่าน ,17011,4953
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลเปร็ง ,4246,1492
จังหวัดสมุทรปราการ ,บางบ่อ,ตำบลคลองนิยมยาตรา ,3293,1374
จังหวัดสมุทรปราการ ,บางพลี,ตำบลบางพลีใหญ่ ,88453,52485
จังหวัดสมุทรปราการ ,บางพลี,ตำบลบางแก้ว ,60846,38600
จังหวัดสมุทรปราการ ,บางพลี,ตำบลบางปลา ,33103,17347
จังหวัดสมุทรปราการ ,บางพลี,ตำบลบางโฉลง ,43097,33483
จังหวัดสมุทรปราการ ,บางพลี,ตำบลราชาเทวะ ,34118,22403
จังหวัดสมุทรปราการ ,บางพลี,ตำบลหนองปรือ ,3309,1671
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลบางยอ ,11300,3679
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลบางกะเจ้า ,5170,1886
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลบางน้ำผึ้ง ,4951,1551
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลบางกระสอบ ,2781,916
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลบางกอบัว ,7109,2649
จังหวัดสมุทรปราการ ,พระประแดง,ตำบลทรงคนอง ,7493,2759
จังหวัดสมุทรปราการ ,พระสมุทรเจดีย์,ตำบลนาเกลือ ,11881,4889
จังหวัดสมุทรปราการ ,พระสมุทรเจดีย์,ตำบลบ้านคลองสวน ,28795,14749
จังหวัดสมุทรปราการ ,พระสมุทรเจดีย์,ตำบลแหลมฟ้าผ่า ,4850,1754
จังหวัดสมุทรปราการ ,พระสมุทรเจดีย์,ตำบลในคลองบางปลากด ,69083,31835
จังหวัดสมุทรปราการ ,บางเสาธง,ตำบลบางเสาธง ,31467,25309
จังหวัดสมุทรปราการ ,บางเสาธง,ตำบลศีรษะจรเข้น้อย ,15997,9655
จังหวัดสมุทรปราการ ,บางเสาธง,ตำบลศีรษะจรเข้ใหญ่ ,11579,8838
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปากน้ำสมุทรปราการ,ตำบลบางเมือง ,36425,15418
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางเสาธง,ตำบลบางเสาธง ,20635,16644
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางเสาธง,ตำบลศีรษะจรเข้ใหญ่ ,1119,445
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,ตำบลแหลมฟ้าผ่า ,14472,5556
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,ตำบลในคลองบางปลากด ,6837,3452
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลพระสมุทรเจดีย์,ตำบลปากคลองบางปลากด ,12081,5697
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางพลี,ตำบลบางพลีใหญ่ ,11313,2045
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางพลี,ตำบลบางปลา ,161,73
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางพลี,ตำบลบางโฉลง ,363,79
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางบ่อ,ตำบลบางบ่อ ,6445,2331
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลคลองสวน,ตำบลคลองสวน ,3000,851
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลคลองด่าน,ตำบลคลองด่าน ,11390,3174
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางปู,ตำบลท้ายบ้าน ,24854,11391
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางปู,ตำบลบางปูใหม่ ,40195,23368
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางปู,ตำบลบางปู ,6685,2337
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางปู,ตำบลท้ายบ้านใหม่ ,47766,22516
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลแพรกษา,ตำบลแพรกษา ,25201,14271
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลแพรกษา,ตำบลแพรกษาใหม่ ,1639,1273
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางเมือง,ตำบลบางเมือง ,35124,14898
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางเมือง,ตำบลบางเมืองใหม่ ,46622,17276
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลบางเมือง,ตำบลเทพารักษ์ ,17980,17865
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลด่านสำโรง,ตำบลสำโรงเหนือ ,54918,25203
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,ตำบลบางหญ้าแพรก ,20122,8791
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,ตำบลบางหัวเสือ ,12802,4662
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,ตำบลสำโรงใต้ ,11512,7420
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,ตำบลสำโรง ,15978,8258
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,ตำบลสำโรงกลาง ,11229,6520
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,ตำบลสำโรงเหนือ ,17304,18832
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,ตำบลบางเมืองใหม่ ,4068,1752
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,ตำบลเทพารักษ์ ,9261,9359
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองลัดหลวง,ตำบลบางพึ่ง ,23608,13639
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองลัดหลวง,ตำบลบางจาก ,22090,11003
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองลัดหลวง,ตำบลบางครุ ,25198,12762
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลเมืองพระประแดง,ตำบลตลาด ,9071,2182
จังหวัดสมุทรปราการ ,ท้องถิ่นเทศบาลนครสมุทรปราการ,ตำบลปากน้ำ ,49604,20657
จังหวัดนนทบุรี ,เมืองนนทบุรี,ตำบลบางไผ่ ,12482,5494
จังหวัดนนทบุรี ,เมืองนนทบุรี,ตำบลบางกร่าง ,23667,13119
จังหวัดนนทบุรี ,เมืองนนทบุรี,ตำบลบางรักน้อย ,21366,11898
จังหวัดนนทบุรี ,บางกรวย,ตำบลบางสีทอง ,11426,5099
จังหวัดนนทบุรี ,บางกรวย,ตำบลบางขนุน ,6603,5079
จังหวัดนนทบุรี ,บางกรวย,ตำบลบางขุนกอง ,11171,5972
จังหวัดนนทบุรี ,บางกรวย,ตำบลมหาสวัสดิ์ ,4447,2869
จังหวัดนนทบุรี ,บางใหญ่,ตำบลบางม่วง ,17599,8629
จังหวัดนนทบุรี ,บางใหญ่,ตำบลบางแม่นาง ,47395,24106
จังหวัดนนทบุรี ,บางใหญ่,ตำบลบางเลน ,16376,8743
จังหวัดนนทบุรี ,บางใหญ่,ตำบลเสาธงหิน ,0,1
จังหวัดนนทบุรี ,บางใหญ่,ตำบลบางใหญ่ ,12883,6409
จังหวัดนนทบุรี ,บางใหญ่,ตำบลบ้านใหม่ ,8259,3597
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลบางบัวทอง ,55181,30129
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลบางรักใหญ่ ,5995,3621
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลบางคูรัด ,40360,16591
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลละหาร ,24767,11786
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลลำโพ ,13094,7412
จังหวัดนนทบุรี ,บางบัวทอง,ตำบลบางรักพัฒนา ,46986,27046
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลไทรน้อย ,27458,15617
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลราษฎร์นิยม ,6759,2855
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลหนองเพรางาย ,7595,2979
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลไทรใหญ่ ,6400,2240
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลขุนศรี ,5054,1822
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลคลองขวาง ,6167,2467
จังหวัดนนทบุรี ,ไทรน้อย,ตำบลทวีวัฒนา ,8862,4083
จังหวัดนนทบุรี ,ปากเกร็ด,ตำบลบางตะไนย์ ,5541,3397
จังหวัดนนทบุรี ,ปากเกร็ด,ตำบลคลองพระอุดม ,6648,3025
จังหวัดนนทบุรี ,ปากเกร็ด,ตำบลท่าอิฐ ,18516,7125
จังหวัดนนทบุรี ,ปากเกร็ด,ตำบลเกาะเกร็ด ,5823,1664
จังหวัดนนทบุรี ,ปากเกร็ด,ตำบลอ้อมเกร็ด ,4829,3206
